tid;aksX;aksY;aksZ;rotX;rotY;rotZ;samples;dt
2024-10-31 10:40:08 ; -0.48;-0.67;9.68;-0.01;-0.07;0.15;40;102
2024-10-31 10:40:08 ; -0.85;-0.66;9.24;-0.01;-0.01;0.23;40;102
2024-10-31 10:40:08 ; -0.53;-0.66;9.37;0.01;0.02;0.25;40;101
2024-10-31 10:40:08 ; -0.44;-0.07;11.16;0.11;0.30;0.26;40;102
2024-10-31 10:40:08 ; -0.40;0.76;9.91;0.12;0.47;0.11;40;102
2024-10-31 10:40:08 ; 0.01;0.37;9.16;0.01;-0.15;0.05;40;101
2024-10-31 10:40:09 ; -0.42;0.50;10.63;0.14;0.10;-0.01;40;102
2024-10-31 10:40:09 ; -0.77;0.47;9.49;-0.07;-0.03;-0.11;40;102
2024-10-31 10:40:09 ; -0.70;0.20;9.70;-0.19;-0.15;-0.09;40;102
2024-10-31 10:40:09 ; -0.39;-0.14;10.25;-0.14;0.06;0.03;40;101
2024-10-31 10:40:09 ; -0.31;-0.66;9.98;-0.08;0.06;0.36;40;102
2024-10-31 10:40:09 ; -0.03;-0.71;10.03;0.05;-0.11;0.72;40;102
2024-10-31 10:40:09 ; -0.48;-0.43;9.62;0.14;-0.10;0.89;40;101
2024-10-31 10:40:09 ; -0.66;-0.79;9.63;0.23;-0.19;1.05;40;101
2024-10-31 10:40:09 ; -1.03;-0.41;9.83;0.26;-0.07;1.15;40;102
2024-10-31 10:40:10 ; -0.77;0.33;9.24;0.25;-0.09;0.99;40;102
2024-10-31 10:40:10 ; -0.52;0.74;9.90;0.40;-0.02;0.81;40;101
2024-10-31 10:40:10 ; 0.04;1.30;10.25;0.45;0.11;0.71;40;102
2024-10-31 10:40:10 ; 0.10;1.62;10.33;0.22;0.14;0.77;40;102
2024-10-31 10:40:10 ; 0.02;1.87;9.55;0.07;0.07;0.91;40;101
2024-10-31 10:40:10 ; -0.02;2.54;9.16;0.02;0.09;0.97;40;102
2024-10-31 10:40:10 ; 0.53;2.66;9.21;0.00;0.23;1.15;40;102
2024-10-31 10:40:10 ; 0.35;2.73;9.68;-0.02;0.38;1.37;40;101
2024-10-31 10:40:10 ; -0.09;2.19;9.48;-0.12;0.32;1.27;40;102
2024-10-31 10:40:10 ; -0.20;1.73;9.81;-0.20;0.10;0.99;40;102
2024-10-31 10:40:11 ; -0.51;0.92;9.57;-0.22;0.04;0.57;40;101
2024-10-31 10:40:11 ; -1.49;0.29;10.30;0.09;-0.09;0.07;40;102
2024-10-31 10:40:11 ; -1.11;-0.78;10.42;0.24;0.03;-0.12;40;102
2024-10-31 10:40:11 ; -0.93;-0.70;9.75;-0.15;0.09;-0.19;40;102
2024-10-31 10:40:11 ; -0.56;-0.55;9.12;-0.19;0.06;-0.24;40;101
2024-10-31 10:40:11 ; 0.20;-0.48;9.17;-0.09;0.02;-0.25;40;102
2024-10-31 10:40:11 ; 0.86;-0.14;9.58;0.08;-0.07;-0.26;40;102
2024-10-31 10:40:11 ; 0.31;0.22;11.12;0.18;0.07;-0.15;40;101
2024-10-31 10:40:11 ; -1.45;0.79;11.23;0.21;0.08;-0.16;40;102
2024-10-31 10:40:11 ; -2.09;0.61;11.06;0.19;0.06;-0.16;40;102
2024-10-31 10:40:12 ; -1.78;0.97;9.15;-0.09;-0.13;-0.19;40;102
2024-10-31 10:40:12 ; -0.91;0.67;8.36;-0.20;-0.25;-0.24;40;101
2024-10-31 10:40:12 ; -0.45;0.46;9.17;-0.06;-0.37;-0.42;40;102
2024-10-31 10:40:12 ; -0.23;0.42;10.17;-0.09;-0.32;-0.65;40;102
2024-10-31 10:40:12 ; -1.35;-0.17;11.48;0.15;0.11;-0.74;40;101
2024-10-31 10:40:12 ; -1.91;-0.57;10.00;-0.02;0.19;-0.85;40;102
2024-10-31 10:40:12 ; -0.80;-0.04;8.10;-0.23;0.04;-0.92;40;102
2024-10-31 10:40:12 ; 0.17;-0.22;8.25;-0.06;0.05;-0.84;40;102
2024-10-31 10:40:12 ; 0.51;-0.74;9.29;-0.04;-0.00;-0.85;40;101
2024-10-31 10:40:12 ; -0.21;-0.12;9.40;-0.05;0.08;-0.93;40;102
2024-10-31 10:40:13 ; -1.76;-0.30;9.91;0.07;0.17;-1.07;40;102
2024-10-31 10:40:13 ; -2.59;-0.67;10.58;0.06;0.21;-1.12;40;102
2024-10-31 10:40:13 ; -2.36;0.02;10.04;0.13;0.05;-1.05;40;101
2024-10-31 10:40:13 ; -2.21;-0.13;10.44;0.22;0.21;-0.74;40;102
2024-10-31 10:40:13 ; -2.16;0.74;10.02;0.21;0.27;-0.59;40;102
2024-10-31 10:40:13 ; -2.52;1.29;9.26;0.11;0.01;-0.33;40;101
2024-10-31 10:40:13 ; -2.83;1.29;10.36;0.08;0.04;-0.41;40;102
2024-10-31 10:40:13 ; -2.09;0.66;9.45;-0.06;0.16;-0.50;40;102
2024-10-31 10:40:13 ; -2.41;0.76;10.13;-0.50;-0.06;-0.57;40;101
2024-10-31 10:40:13 ; -2.60;0.63;9.65;0.07;-0.18;-0.59;40;101
2024-10-31 10:40:14 ; -2.49;0.04;9.80;0.03;-0.30;-0.64;40;102
2024-10-31 10:40:14 ; -1.67;-0.75;9.93;-0.11;-0.14;-0.49;40;102
2024-10-31 10:40:14 ; -1.05;-0.28;10.26;-0.02;-0.14;-0.06;40;101
2024-10-31 10:40:14 ; -1.36;-0.06;9.56;0.02;0.08;-0.14;40;102
2024-10-31 10:40:14 ; -1.07;0.16;10.34;-0.13;-0.30;-0.14;40;102
2024-10-31 10:40:14 ; -0.81;-0.16;9.64;-0.06;-0.06;-0.04;40;102
2024-10-31 10:40:14 ; -0.67;-0.30;9.59;0.05;-0.01;-0.02;40;101
